"","support","text","inCA","influential","username","bio"
"652","no","WARNING: #Prop16 is a Trojan horse!!!!!!! https://t.co/it8qY8gtuJ","no","yes","presh_beagle","<U+271D><U+FE0F>Fam<U+0001F43E><U+0001F4AF>POTUS Trump #Vets<U+0001F46E><U+0001F3FD><U+200D><U+2640><U+FE0F><U+0001F468><U+0001F3FC><U+200D><U+0001F692>1A&2A #WTP #Wall #NRA #AllLivesMatter<U+2764><U+FE0F><U+0001F1FA><U+0001F1F8>#Benghazi #Seth<U+0001F6AB>FGM/Sharia #NOBallotHarvest Fol'dby @BuzzPatterson @cvpayne"
"653","no","<U+3010><U+9510><U+89C6><U+9891><U+3011><U+6709><U+6743><U+534E><U+4EBA><U+5FC5><U+8BFB>: <U+56DB><U+5341><U+5C81><U+770B><U+4ECE><U+524D> <U+5341><U+4E03><U+5C81><U+5F88><U+5173><U+952E> #<U+7F8E><U+56FD><U+65B0><U+95FB><U+901F><U+9012> #<U+90D1><U+535A><U+4EC1> #<U+7F8E><U+56FD><U+5927><U+9009> #2020election #Prop16 #202... https://t.co/uGUafKJcl8 via @YouTube","no","no","USNewsExpress",NA
"654","no","<U+3010><U+9510><U+89C6><U+9891><U+3011><U+6709><U+6743><U+534E><U+4EBA><U+5FC5><U+8BFB>: <U+56DB><U+5341><U+5C81><U+770B><U+4ECE><U+524D> <U+5341><U+4E03><U+5C81><U+5F88><U+5173><U+952E> #<U+7F8E><U+56FD><U+65B0><U+95FB><U+901F><U+9012> #<U+90D1><U+535A><U+4EC1> #<U+7F8E><U+56FD><U+5927><U+9009> #2020election #Prop16 #202... https://t.co/uGUafKrBtA via @YouTube","no","no","USNewsExpress",NA
"655","yes","Ballmer<U+0092>s got a lot of time on his hand after the Clippers choked away a 3-1 series lead. 

Let<U+0092>s hope #Prop16 has a similar fate. https://t.co/F9dpwDCqR3","no","no","ForwardProgres6","#YangGangForever #<U+C591><U+AC31> #SayNoToRacism #UBI #AsiansAreMinoritiesToo #AsianAmericansAreAmericans #PovertyIsOurLeadersChoice
Be aware of the insidious #RacistLeft"
"656","yes","These same UC administrators who let in these wealthy students are unanimously supporting #Prop16 since it will make their jobs easier. 

VOTE NO ON PROPOSITION 16!!! https://t.co/9TbKhx1DZl","no","no","ForwardProgres6","#YangGangForever #<U+C591><U+AC31> #SayNoToRacism #UBI #AsiansAreMinoritiesToo #AsianAmericansAreAmericans #PovertyIsOurLeadersChoice
Be aware of the insidious #RacistLeft"
"657","no","If #Prop16 passes the LAPD and LASD would have to lay off 10% of their Latino officers to match the diversity of California. 

Vote NO on Proposition 16!!!","no","no","ForwardProgres6","#YangGangForever #<U+C591><U+AC31> #SayNoToRacism #UBI #AsiansAreMinoritiesToo #AsianAmericansAreAmericans #PovertyIsOurLeadersChoice
Be aware of the insidious #RacistLeft"
"658","no","#Prop16 legalizes systematic racism. And that<U+0092>s not cool. Vote No on 16, California.","no","yes","carsonp619","<U+2721><U+FE0F><U+271D><U+FE0F>//LCHS 2021//#Walkaway// Log Cabin Republican <U+0001F418> <U+0001F1FA><U+0001F1F8> <U+0001F3F3><U+FE0F><U+200D><U+0001F308> // 17.5315// ProLife Warrior in Training// President of @LibertyCHS // #AbolishTeachersUnions"
"659","no","ICYMI poll from @BerkeleyIGS:

#Prop15 commercial property tax increase hovering under majority

#Prop22 gig work and #Prop16 #AffirmativeAction both underwater, with a quarter of Californians undecided:

https://t.co/cYRm8az2KH","yes","yes","ahartreports","California correspondent for @Calhealthline @KHNews | Previously: Politico, Sacramento Bee, Santa Rosa Press Democrat | angelah@kff.org"
"660","yes","California's #Prop16 isn't about creating quotas. It's about making sure everyone has an opportunity to succeed. Learn more at our #OpportunityForAllSummit presented by @aboutKP. 

Friday, Oct. 2 | 10am - 12pm
Learn more &amp; register for free: https://t.co/hduBFGukHQ https://t.co/EhmrQ3eG4q","no","yes","BayAreaCouncil","Maintaining the Bay Area as the most innovative, sustainable, inclusive and globally competitive region in the world #businessleadership #talent #BayAreaCouncil"
"661","yes","A very tough poll and weak support for #Prop16 and its reinstatement of affirmative action. @philwillon has more on new @PPICNotes data.  https://t.co/oKpxj1HCIf","no","no","RayLiuNYC","<U+0095>Analytical Consultant <U+0095>data-driven <U+0095>focus on people, processes & knowledge sharing <U+0095>Native NYer <U+0095>Asian American <U+0095>Stuy, UPenn & Columbia B-school grad"
"662","no","#Prop16 will divide Californians into unequal sub-groups, increase conflict among different races, and patronize people by presuming that they cannot succeed on their own. Vote No On #Prop16. https://t.co/uMFHKes7GP","no","no","RayLiuNYC","<U+0095>Analytical Consultant <U+0095>data-driven <U+0095>focus on people, processes & knowledge sharing <U+0095>Native NYer <U+0095>Asian American <U+0095>Stuy, UPenn & Columbia B-school grad"
"663","no","#Prop16 will divide Californians into unequal sub-groups, increase conflict among different races, and patronize people by presuming that they cannot succeed on their own - California affirmative action measure Prop 16 behind in poll | The Sacramento Bee https://t.co/CBGBUZy679","no","no","RayLiuNYC","<U+0095>Analytical Consultant <U+0095>data-driven <U+0095>focus on people, processes & knowledge sharing <U+0095>Native NYer <U+0095>Asian American <U+0095>Stuy, UPenn & Columbia B-school grad"
"664","no","Leaders cross political spectrum are standing up to #prop16. #prop16 allows government to use race, sex, or ethnicity, specifically in the areas of public employment, public contracting, and public education. It is wrong and it is a discrimination. Don't divide us! https://t.co/gbpdL7FGUM","no","no","RayLiuNYC","<U+0095>Analytical Consultant <U+0095>data-driven <U+0095>focus on people, processes & knowledge sharing <U+0095>Native NYer <U+0095>Asian American <U+0095>Stuy, UPenn & Columbia B-school grad"
"665","no","@deeps0904 @Manchu__ Any Pro #Prop16 handle that calls itself a handle talking for Hindu Americans is a liar.","no","yes","HelloNNewman","Proud Hindu; <U+0093>Anyone that uses the term South Asian to refer to people of Indian origin is a racist bigot<U+0094>"
"666","no","@Manchu__ Pro #Prop16 ??","no","yes","HelloNNewman","Proud Hindu; <U+0093>Anyone that uses the term South Asian to refer to people of Indian origin is a racist bigot<U+0094>"
"667","no","No on #prop16! https://t.co/xRwIT1lM1x","yes","no","LuluReyes_3568","Mother of 5<U+0001F94B><U+0001F94B><U+0001F476><U+0001F3FE><U+0001F476><U+0001F3FE><U+0001F43E> Wifey to my<U+0001F934><U+0001F3FD>Proud <U+0001F1FA><U+0001F1F8> #notasheep"
"668","yes","We need race-conscious policies to meet student realities. #Prop16 can support parenting or unhoused women of color to achieve their college dreams by allowing targeted resources &amp; services to support their success. Explore more recs at https://t.co/agVTcgWnRL https://t.co/uEq4UlB59R","yes","yes","EdTrustWest","The Education Trust<U+0097>West works to close the gaps in opportunity and achievement, pre-k through college."
"669","yes","Recruiting and retaining educators of color encourages students AND educators to thrive. Vote YES on #Prop16 to enable targeted strategies for #CAHigherEd. More on how to support parenting, unhoused students like Marie in our #HearMyVoice report https://t.co/agVTcgWnRL https://t.co/K0LDDpBBWn","yes","yes","EdTrustWest","The Education Trust<U+0097>West works to close the gaps in opportunity and achievement, pre-k through college."
"670","yes","Vote YES on #Prop16 to support a crucial next step toward educational equity for students of color like Anne who deserve access to quality education. Learn more about the experiences &amp; hopes of unhoused &amp; parenting students in #HearMyVoice by @edtrustwest https://t.co/kDXvIdCHNe https://t.co/9Vaj4cmj9l","yes","yes","EdTrustWest","The Education Trust<U+0097>West works to close the gaps in opportunity and achievement, pre-k through college."
"671","no","You can access our #Prop16 tools and resources here: https://t.co/x9sBiXopNI https://t.co/UiOJ104L7i","yes","yes","EdTrustWest","The Education Trust<U+0097>West works to close the gaps in opportunity and achievement, pre-k through college."
"672","yes","We need race-conscious policies to meet student realities. #Prop16 can support parenting or unhoused WOC to achieve their college dreams by allowing targeted resources and services to support their success. Explore more recs for this population at https://t.co/agVTcgWnRL https://t.co/RbYBtsJ4Yk","yes","yes","EdTrustWest","The Education Trust<U+0097>West works to close the gaps in opportunity and achievement, pre-k through college."
"673","yes","A6: If #Prop16 is passed, state policymakers can allocate resources to schools serving Black &amp; Latinx students and increase college readiness supports to strengthen the pipeline from #k12 to college. Learn more in our #k12 fact sheet: https://t.co/7u6yIERxRU #EndSegregationChat","yes","yes","EdTrustWest","The Education Trust<U+0097>West works to close the gaps in opportunity and achievement, pre-k through college."
"674","yes","Quick <U+0001F9F5>on #Prop16 in California. Today, progressive California is one of only 9 states to ban affirmative action. Prop 16 ends the ban to level the playing field for women &amp; POC. It's one of the most concrete steps we can take for racial &amp; gender equality this fall<U+0085> @yesprop16","yes","yes","EdTrustWest","The Education Trust<U+0097>West works to close the gaps in opportunity and achievement, pre-k through college."
"675","yes","A7: It is undoubtedly time for committed action! Everyone has a role to play in supporting the passage of #Prop16 - advocates, check out our #EdEquityOnTheBallot advocacy toolkit to get involved in voter awareness efforts: https://t.co/x9sBiXopNI #EndSegregationChat","yes","yes","EdTrustWest","The Education Trust<U+0097>West works to close the gaps in opportunity and achievement, pre-k through college."
"676","yes","Voting YES on #Prop16 will provide an opportunity to offer targeted support to students to meet their unique needs. Learn more about how #Prop16 can be a tool for closing racial equity gaps: https://t.co/A9atFwfPv8","yes","yes","EdTrustWest","The Education Trust<U+0097>West works to close the gaps in opportunity and achievement, pre-k through college."
"677","yes","Recruiting and retaining educators of color encourages students AND educators to thrive. Vote YES on #Prop16 to enable targeted strategies for #CAHigherEd. More on how to support parenting, unhoused students like Marie in our #HearMyVoice report https://t.co/agVTcgWnRL https://t.co/q72D2uI5be","yes","yes","EdTrustWest","The Education Trust<U+0097>West works to close the gaps in opportunity and achievement, pre-k through college."
"678","yes","Recruiting and retaining educators of color encourages students AND educators to thrive. Vote YES on #Prop16 to enable targeted strategies for #CAHigherEd. More on how to support parenting, unhoused students like Marie in @edtrustwest report #HearMyVoice. https://t.co/qEBzUaLQBG https://t.co/jWCnY8MTO7","yes","yes","EdTrustWest","The Education Trust<U+0097>West works to close the gaps in opportunity and achievement, pre-k through college."
"679","no","#Prop16 seeks to overturn #Prop209, a measure passed in 1996 that banned affirmative action in California.

Watch the rest of our #PropsIn1Minute video explainers <U+27A1><U+FE0F> https://t.co/rguGvUbQdz https://t.co/AbLtw79kQZ","yes","yes","EdTrustWest","The Education Trust<U+0097>West works to close the gaps in opportunity and achievement, pre-k through college."
"680","yes","#TBT: 3 years ago, we released #TheMajorityReport to assess how #k12 and #HigherEd systems are supporting the millions of Latinx students in #CA. Now as we look ahead, voting YES on #Prop16 can help expand supports for years to come! #LatinxHeritageMonth https://t.co/aeI16SVbwi https://t.co/d7bXma6iep","yes","yes","EdTrustWest","The Education Trust<U+0097>West works to close the gaps in opportunity and achievement, pre-k through college."
"681","yes","We need race-conscious policies to meet student realities. #Prop16 can support parenting or unhoused women of color to achieve their college dreams by allowing targeted resources &amp; services to support their success. Explore more recs for these students at https://t.co/BXykgktcoD https://t.co/Nyg9KSq5RP","yes","yes","EdTrustWest","The Education Trust<U+0097>West works to close the gaps in opportunity and achievement, pre-k through college."
"682","no",".@UofCalifornia Regents are currently discussing #Prop16. Following Prop 209, state investment in diversity outreach/recruitment programs such as EAOP, MESA, etc. was at $85 mill Currently, it's about $24 mill. We have less resources for a greater demand of students of color.","yes","yes","EdTrustWest","The Education Trust<U+0097>West works to close the gaps in opportunity and achievement, pre-k through college."
"683","yes","A7: At @edtrustwest, we hope campus leaders in #CA support the passage of #Prop16 - this will allow them to target outreach, tutoring, and support services necessary to improve the education experience for students of color. #EndSegregationChat Learn more: https://t.co/dZQhPT4sz1","yes","yes","EdTrustWest","The Education Trust<U+0097>West works to close the gaps in opportunity and achievement, pre-k through college."
"684","neutral","Such an important point! Ballot measures like #Prop16 can act as a tool for addressing this barrier - learn more through our #AffirmativeAction: FAQ page linked below! #EndSegregationChat https://t.co/bQ72yxjKk9","yes","yes","EdTrustWest","The Education Trust<U+0097>West works to close the gaps in opportunity and achievement, pre-k through college."
"685","no","Umm. Wot m8. 

#prop16 is trying to make discrimination legal in #California.

Funded by Unions. @LorenaSGonzalez running around calling everyone racist. Lmao. https://t.co/k9bErmoCbY","yes","yes","someexperienceR","Followed by Cox Customer Care."
"686","no","WARNING: #Prop16 is a Trojan horse!!!!!!! https://t.co/it8qY8gtuJ","no","yes","Joemora63617406",NA
"687","yes","@jgoldbeck Race based AA is simply not ok. Color neutral AA is fine. No #Prop16 https://t.co/RkQYjyrZiR","no","no","SFWindylady","International traveler. Independent thinker."
"688","yes","Thank you Professor Joseph E. Yi for endorsing our ""No On #prop16 "" campaign!

Looking forward to working more with you on this just cause!

Vote No on #Prop16!

@CA4equalrights @GailHeriot @tobeequal @GZtoGhetto @wu_wenyuan 
https://t.co/BJPgC08PNI","no","no","SFWindylady","International traveler. Independent thinker."
"689","no","From the Wall Street Journal on California<U+0092>s #Prop16: <U+0093>the No on 16 campaign may be outgunned but it is long on energy and principle.<U+0094> https://t.co/St8gA5i8qy","no","no","SFWindylady","International traveler. Independent thinker."
"690","yes","@stillgray Chinese CCP agent is helping promote #Prop16 
https://t.co/yvs835DBE4","no","no","SFWindylady","International traveler. Independent thinker."
"691","no","@johnmyers @philwillon @PPICNotes Well, people are smart enough to understand that #Prop16  is a racist bill, hurting everyone. https://t.co/KqccxTnvX3","no","no","SFWindylady","International traveler. Independent thinker."
"692","no","@LorenaSGonzalez @UNITEHERE30 @unitehere @Ash_Kalra #Prop16 is a scam! It only gets rid of equal protection clause from our constitution! Read for yourself! @LorenaSGonzalez lies with no shame! @1ruthlessmom @JennyChachan @TheLeoTerrell @sacbee_news @SFGate @SophiaL81330160 @vote_prop @SFGAL8 @MLS_Rossi @ModernUlysses https://t.co/GAur7hvu04 https://t.co/yER9ROzuNC","no","no","SFWindylady","International traveler. Independent thinker."
"693","yes","@tobeequal @CA4equalrights every person should be against #prop16, even if their ethnic/ racial group stands to benefit

why?  it's about making sure gov't is fair and does't engage in discriminatory/ preferential treatment based on race, gender, etc

with #prop16 today's winners are tomorrow's losers","no","no","SFWindylady","International traveler. Independent thinker."
"694","no","@Ryanexpress77 @SteveMillerOC @ECalifornians No #Prop15 and No #Prop16 
https://t.co/IyDxD1Gx2s","no","no","SFWindylady","International traveler. Independent thinker."
"695","neutral","@erinnthered @meow2008 hey Erin, I regularly use the words #AffirmativeAction to describe #Prop16, here is an example from today. But thanks for reminding me I am un-liked!

https://t.co/QsfAjdkZFg","no","yes","JeremyBWhite","California politics/Playbook for Politico. I wrote an obituary for Jerry Brown<U+0092>s dog but I prefer cats. Fan of Nats+burritos+@JanelleBitker. Jwhite@politico.com"
"696","no","Has anyone seen a #Prop16 ad or mailer yet?","no","yes","JeremyBWhite","California politics/Playbook for Politico. I wrote an obituary for Jerry Brown<U+0092>s dog but I prefer cats. Fan of Nats+burritos+@JanelleBitker. Jwhite@politico.com"
"697","no","ICYMI poll from @BerkeleyIGS:

#Prop15 commercial property tax increase hovering under majority

#Prop22 gig work and #Prop16 #AffirmativeAction both underwater, with a quarter of Californians undecided:

https://t.co/cYRm8az2KH","no","yes","JeremyBWhite","California politics/Playbook for Politico. I wrote an obituary for Jerry Brown<U+0092>s dog but I prefer cats. Fan of Nats+burritos+@JanelleBitker. Jwhite@politico.com"
"698","no","ICYMI: #AffirmativeAction reinstatement is in trouble in California, less than two months before voters decide the fate of #Prop16 

https://t.co/QsfAjdkZFg","no","yes","JeremyBWhite","California politics/Playbook for Politico. I wrote an obituary for Jerry Brown<U+0092>s dog but I prefer cats. Fan of Nats+burritos+@JanelleBitker. Jwhite@politico.com"
"699","neutral","This UC audit looks at an important point that often gets lost in debates over #Prop16, affirmative action and college admissions. From @jaycaspiankang last year https://t.co/pqJ3ZehvRm https://t.co/lCttB2RoWf https://t.co/4aLuHTpERa","no","no","gladlee","The Model Minority Reporter - Filipinx in Privileged Suburbia, CA. Political lookie-loo. #YesOnProp16 #BlackLivesMatter"
"700","no","There are no quotas with #Prop16. https://t.co/hmkshjtN70","no","no","gladlee","The Model Minority Reporter - Filipinx in Privileged Suburbia, CA. Political lookie-loo. #YesOnProp16 #BlackLivesMatter"
"701","no","You all complaining that #Prop16 is a bad solution (it isn't) better at least be voting for #Prop15. Vote YES on both. https://t.co/ZK9lNnBvRu","no","no","gladlee","The Model Minority Reporter - Filipinx in Privileged Suburbia, CA. Political lookie-loo. #YesOnProp16 #BlackLivesMatter"
"702","no","Affirmative action opponents are mobilizing Chinese American parents against #Prop16 on WeChat, at times with exaggerated or outright false claims about what it would mean for UC admissions https://t.co/pZdc4kC05x","no","no","gladlee","The Model Minority Reporter - Filipinx in Privileged Suburbia, CA. Political lookie-loo. #YesOnProp16 #BlackLivesMatter"
"703","no","@spewbaca #Prop16 is reinstating #AffirmativeAction. The same conservatives who are against it also complain about how much they hate CA's homelessness and crowding and blah blah blah. Yes on Prop 16 and #BlackLivesMatter","no","no","gladlee","The Model Minority Reporter - Filipinx in Privileged Suburbia, CA. Political lookie-loo. #YesOnProp16 #BlackLivesMatter"
"704","yes","We need race-conscious policies to meet student realities. #Prop16 can support parenting or unhoused women of color to achieve their college dreams by allowing targeted resources &amp; services to support their success. Explore more recs at https://t.co/agVTcgWnRL https://t.co/PNrMob09wG","no","no","gladlee","The Model Minority Reporter - Filipinx in Privileged Suburbia, CA. Political lookie-loo. #YesOnProp16 #BlackLivesMatter"
"705","yes","Recruiting and retaining educators of color encourages students AND educators to thrive. Vote YES on #Prop16 to enable targeted strategies for #CAHigherEd. More on how to support parenting, unhoused students like Marie in @edtrustwest report #HearMyVoice. https://t.co/qEBzUaLQBG https://t.co/jWCnY8MTO7","no","no","gladlee","The Model Minority Reporter - Filipinx in Privileged Suburbia, CA. Political lookie-loo. #YesOnProp16 #BlackLivesMatter"
"706","neutral","We needed #AffirmativeAction yesterday. But all is not lost. We can finally restore Affirmative Action this November. This is the time to vote YES on #Prop16 #YesOnProp16 https://t.co/R4cAnUlA4Y","no","no","gladlee","The Model Minority Reporter - Filipinx in Privileged Suburbia, CA. Political lookie-loo. #YesOnProp16 #BlackLivesMatter"
"707","no","#Prop16 #AsianAmerican https://t.co/zbpqAXt8F4","no","no","gladlee","The Model Minority Reporter - Filipinx in Privileged Suburbia, CA. Political lookie-loo. #YesOnProp16 #BlackLivesMatter"
"708","no","Yuuuup #Prop16 https://t.co/YWQWZ5ULbO","no","no","gladlee","The Model Minority Reporter - Filipinx in Privileged Suburbia, CA. Political lookie-loo. #YesOnProp16 #BlackLivesMatter"
"709","no","@JerryTg #Prop16 is about knowing who people are and making sure we meet those needs. Too many circular bad faith arguments with you, Jerry.","no","no","gladlee","The Model Minority Reporter - Filipinx in Privileged Suburbia, CA. Political lookie-loo. #YesOnProp16 #BlackLivesMatter"
"710","no","ONE MORE TIME FOR THE PPL IN THE BACK: #PROP16 will NOT reinstate QUOTAS. https://t.co/Yj4ST1n9QC","no","no","gladlee","The Model Minority Reporter - Filipinx in Privileged Suburbia, CA. Political lookie-loo. #YesOnProp16 #BlackLivesMatter"
"711","no",".@UofCalifornia Regents are currently discussing #Prop16. Following Prop 209, state investment in diversity outreach/recruitment programs such as EAOP, MESA, etc. was at $85 mill Currently, it's about $24 mill. We have less resources for a greater demand of students of color.","no","no","gladlee","The Model Minority Reporter - Filipinx in Privileged Suburbia, CA. Political lookie-loo. #YesOnProp16 #BlackLivesMatter"
"712","yes","@DaveCortese Do you also support #Prop16?","no","no","gladlee","The Model Minority Reporter - Filipinx in Privileged Suburbia, CA. Political lookie-loo. #YesOnProp16 #BlackLivesMatter"
"713","no","@newtgingrich This #Prop16 wants to make everyone an idiot and make California mediocre, we won't allow it! Vote NO on Prop 16!

https://t.co/HcIK8YJS3L","yes","no","Potter2020Henry","new on twitter. real estate market guru."
"714","no","@LATiffani1 This #Prop16 wants to make everyone an idiot and make California mediocre, we won't allow it! Vote NO on Prop 16!

https://t.co/UHS4nsrmdv","yes","no","Potter2020Henry","new on twitter. real estate market guru."
"715","no","@DiamondandSilk This #Prop16 wants to make everyone an idiot and make California mediocre, we won't allow it! Vote NO on Prop 16!

https://t.co/HcIK8YJS3L","yes","no","Potter2020Henry","new on twitter. real estate market guru."
"716","no","@IngrahamAngle This #Prop16 wants to make everyone an idiot and make California mediocre, we won't allow it! Vote NO on Prop 16!

https://t.co/HcIK8Z1sVj","yes","no","Potter2020Henry","new on twitter. real estate market guru."
"717","no","@AsmRodriguez52 This #Prop16 wants to make everyone an idiot and make California mediocre, we won't allow it! Vote NO on Prop 16!

https://t.co/ywplBmdP2U","yes","no","Potter2020Henry","new on twitter. real estate market guru."
"718","no","@MrBeastYT This #Prop16 wants to make everyone an idiot and make California mediocre, we won't allow it! Vote NO on Prop 16!

https://t.co/5BExlwaXE7","yes","no","Potter2020Henry","new on twitter. real estate market guru."
"719","no","@PhilTing This #Prop16 wants to make everyone an idiot and make California mediocre, we won't allow it! Vote NO on Prop 16!

https://t.co/ReCfwo44eN","yes","no","Potter2020Henry","new on twitter. real estate market guru."
"720","no","@DavidJHarrisJr This #Prop16 wants to make everyone an idiot and make California mediocre, we won't allow it! Vote NO on Prop 16!

https://t.co/HcIK8YJS3L","yes","no","Potter2020Henry","new on twitter. real estate market guru."
"721","no","@OANN This #Prop16 wants to make everyone an idiot and make California mediocre, we won't allow it! Vote NO on Prop 16!

https://t.co/HcIK8Z1sVj","yes","no","Potter2020Henry","new on twitter. real estate market guru."
"722","no","New @PPICNotes poll: #Prop16, ending CA<U+0092>s ban on affirmative action, is losing badly, with only 31% in favor, 47% against. But #Prop15, to split the property tax rolls, is ahead 51-40. https://t.co/2GH2hYZi5N","yes","yes","SovernNation","Political Reporter @KCBSRadio. Ex-NYT & AP. Lots of awards. Author (https://t.co/niUIcPg8hM). Bassist/songwriter. Packers! Mets! Host, #StateOfCA. Often quite silly."
"723","no","New @BerkeleyIGS poll on CA ballot measures:
#Prop15 (property tax split roll): winning, 49-34%
#Prop16 (restore affirmative action): losing, 33-41
#Prop21 (rent control): dead heat, 37-37
#Prop22 (Uber/Lyft measure to make drivers independent contractors): winning, 39-36","yes","yes","SovernNation","Political Reporter @KCBSRadio. Ex-NYT & AP. Lots of awards. Author (https://t.co/niUIcPg8hM). Bassist/songwriter. Packers! Mets! Host, #StateOfCA. Often quite silly."
"724","yes","Everyone has a role to play in supporting the passage of #Prop16 - advocates, check out @edtrustwest<U+0092>s #EdEquityOnTheBallot advocacy toolkit to get involved in voter awareness efforts: https://t.co/pFrHPEwDC6","no","no","nyckieg","Comms Director @EdTrust. Spelmanite. Native Washingtonian. Fierce Advocate for Educational Justice. Communicator. Jazz Lover. Storyteller."
"725","yes","Yes, on #Prop16 to level the playing field in #highereducation otherwise the rich, donor influence, etc will continue to perpetuate access for them!! https://t.co/uMTrz59OYn","yes","no","victoriasdealba","Nat'l news Emmy Award-winning former journalist-turned-Media Relations Pro. Founder&President, De Alba Communications, Social Impact PR, Passionate Storyteller"
"726","yes","Another large union, @CalNurses, endorsed #prop16 to reinstate affirmative action in California. <U+0093>As nurses, we see every day how race, wealth, employment, and education intersect to affect the health of our patients,<U+0094> said CNA President Cathy Kennedy. https://t.co/EdWntrVw5L","yes","no","KeishaunTurner","19. He/Him. Pretty fuckin cool guy."
"727","no","@LorenaSGonzalez @UNITEHERE30 @unitehere @Ash_Kalra #Prop16 is a scam! It only gets rid of equal protection clause from our constitution! Read for yourself! @LorenaSGonzalez lies with no shame! @1ruthlessmom @JennyChachan @TheLeoTerrell @sacbee_news @SFGate @SophiaL81330160 @vote_prop @SFGAL8 @MLS_Rossi @ModernUlysses https://t.co/GAur7hvu04 https://t.co/yER9ROzuNC","no","no","Michael84546923","MADE IN THE USA | TRUMP 2020"
"728","no","#Prop16 is a scam! It only gets rid of equal protection clause from our constitution! Read for yourself! @LorenaSGonzalez lies with no shame! @1ruthlessmom @JennyChachan @TheLeoTerrell @sacbee_news @SFGate @SophiaL81330160 @vote_prop @SFGAL8 @MLS_Rossi @ModernUlysses https://t.co/dPHGBdfV3O","no","no","zuzu2007","<U+0001F98B>Bonita Bear Mom<U+0001F1FA><U+0001F1F8>#WeThePeople <U+0001F1FA><U+0001F1F8>#NoAB329 #NoProp16 #2A #MAGA<U+0001F1FA><U+0001F1F8>The best way to predict your future is to CREATE it! <U+0001F91D>Your vote is your voice<U+0001F1FA><U+0001F1F8>"
"729","yes","Just in: poll shows that #Prop16 has worse support in California than Donald Trump.

31% of CA voters would vote yes today, compared to 47% that would vote NO.<U+00A0>The same pollster found 33% in CA would vote for Trump.

Great job #YesOnProp16 @yesprop16<U+00A0>

https://t.co/J0EOq9gAHJ","no","no","zuzu2007","<U+0001F98B>Bonita Bear Mom<U+0001F1FA><U+0001F1F8>#WeThePeople <U+0001F1FA><U+0001F1F8>#NoAB329 #NoProp16 #2A #MAGA<U+0001F1FA><U+0001F1F8>The best way to predict your future is to CREATE it! <U+0001F91D>Your vote is your voice<U+0001F1FA><U+0001F1F8>"
"730","no","Thank you @KTVU for covering our #Milpitas car rally protesting #prop16!

I<U+0092>ve recorded the preview version, would appreciate if anybody has gotten the full version of the interview?

Great job team #NoProp16! https://t.co/sIlam9i0aB","yes","no","FoundationToc","TOC Foundation (TOCF) is a grassroots non-profit volunteer organization established in 2018. It promotes education, quality of life, and community development."
"731","no","Here it is!

@KTVU on our car rally at Milpitas.

Vote No On #prop16!

We do not need a caste system here in the USA https://t.co/70exiV6bjt","yes","no","FoundationToc","TOC Foundation (TOCF) is a grassroots non-profit volunteer organization established in 2018. It promotes education, quality of life, and community development."
"732","no","#Prop16 is a scam! It only gets rid of equal protection clause from our constitution! Read for yourself! @LorenaSGonzalez lies with no shame! @1ruthlessmom @JennyChachan @TheLeoTerrell @sacbee_news @SFGate @SophiaL81330160 @vote_prop @SFGAL8 @MLS_Rossi @ModernUlysses https://t.co/dPHGBdfV3O","yes","no","FoundationToc","TOC Foundation (TOCF) is a grassroots non-profit volunteer organization established in 2018. It promotes education, quality of life, and community development."
"733","no","@LorenaSGonzalez @UNITEHERE30 @unitehere @Ash_Kalra #Prop16 is a scam! It only gets rid of equal protection clause from our constitution! Read for yourself! @LorenaSGonzalez lies with no shame! @1ruthlessmom @JennyChachan @TheLeoTerrell @sacbee_news @SFGate @SophiaL81330160 @vote_prop @SFGAL8 @MLS_Rossi @ModernUlysses https://t.co/GAur7hvu04 https://t.co/yER9ROzuNC","yes","yes","sunnieM","Just a child of the King!  Lover of music, photography and most things creative~ Have camera will travel:)"
"734","no","@LorenaSGonzalez @UNITEHERE30 @unitehere @Ash_Kalra #Prop16 is a scam! It only gets rid of equal protection clause from our constitution! Read for yourself! @LorenaSGonzalez lies with no shame! @1ruthlessmom @JennyChachan @TheLeoTerrell @sacbee_news @SFGate @SophiaL81330160 @vote_prop @SFGAL8 @MLS_Rossi @ModernUlysses https://t.co/GAur7hvu04 https://t.co/yER9ROzuNC","no","yes","Tweela5","<U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8>
Patriot, momma, wife!
Lord breathe life back into this AMAZING country!
Trump 2020, Trump Jr 2024!"
"735","yes","Vote YES on #Prop16 to support a crucial next step toward educational equity for students of color like Anne who deserve access to quality education. Learn more about the experiences &amp; hopes of unhoused &amp; parenting students in #HearMyVoice by @edtrustwest https://t.co/kDXvIdCHNe https://t.co/9Vaj4cmj9l","no","yes","missdhanda","Director of Educator Engagement @ASCD | @TeachtoLead | Former Teaching Ambassador Fellow @USEDgov & Teacher @woodlandschools | she/her/hers | views are my own"
"736","no","California Dems repeat on one big lie over and over. #Prop16 will not open up opportunities for URMs, It only legalize the gov to cherry-pick <U+0093>on the basis of race<U+0094> in public education and employment. opportunity as individuals. Vote No on #Prop16. https://t.co/QG9aNC0pLy","yes","no","SaveMarinwood","Homeowner, park lover, environmentalist, concerned citizen, activist, sometimes troublemaker, advocate for a safe, walkable/ bike friendly community"
